,total_loan_costs,derived_dwelling_category,derived_ethnicity,applicant_race_1,applicant_sex,loan_type,loan_purpose,loan_amount,interest_rate,total_loan_costs,loan_term,property_value,occupancy_type,applicant_age,income,denial_reason_1
63292,12378.34,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,345000,3.5,12378.34,360,365000,1,25-34,86,10
63294,4066,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,32,635000,4.25,4066,360,855000,3,35-44,126,10
63297,12167.9,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,2,1,425000,3.875,12167.9,360,485000,1,45-54,129,10
63300,5196.63,Single Family (1-4 Units):Site-Built,Joint,6,2,1,1,365000,3.99,5196.63,360,385000,1,35-44,118,10
63301,9469.81,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,1,1,1,245000,4.125,9469.81,360,335000,3,55-64,202,10
63304,8232.13,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,715000,3.5,8232.13,360,755000,1,45-54,130,10
63305,10765,Single Family (1-4 Units):Site-Built,Joint,5,1,2,1,345000,3.75,10765,360,365000,1,25-34,74,10
63306,7008.44,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,5,1,2,1,95000,4.625,7008.44,360,105000,1,45-54,73,10
63308,5662,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,5,2,1,31,545000,3.75,5662,360,1405000,1,45-54,354,10
63309,11029.81,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6,1,2,1,365000,3.875,11029.81,360,375000,1,35-44,96,10
63310,3483.32,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,2,1,31,265000,3.75,3483.32,360,525000,1,25-34,83,10
63316,9198.9,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,325000,4.5,9198.9,360,345000,1,25-34,106,10
63317,5163.1,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6,1,1,1,225000,4.125,5163.1,360,285000,1,55-64,101,10
63319,4864.92,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,32,645000,3.49,4864.92,360,1155000,1,35-44,299,10
63321,5095.57,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,32,295000,3.375,5095.57,360,375000,1,35-44,74,10
63322,11373.7,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,2,1,285000,4,11373.7,360,295000,1,25-34,83,10
63324,14743.73,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,2,1,515000,3.875,14743.73,360,525000,1,35-44,131,10
63326,6283.12,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,2,1,31,335000,3.875,6283.12,360,505000,1,25-34,100,10
63330,7356.81,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,2,31,115000,3.25,7356.81,360,195000,1,25-34,33,10
63331,8970.58,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,2,1,1,32,375000,4.5,8970.58,360,495000,3,45-54,397,10
63332,3497.08,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,5,1,1,32,325000,3.99,3497.08,360,405000,1,35-44,65,10
63333,2840,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,32,145000,4,2840,360,355000,1,55-64,67,10
63335,6611.57,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,205000,4.375,6611.57,360,275000,1,35-44,98,10
63336,6878.54,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,385000,4.5,6878.54,360,435000,2,25-34,139,10
63337,8128.36,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,365000,4.5,8128.36,360,465000,2,35-44,226,10
63339,3186.08,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,31,315000,2.875,3186.08,180,485000,1,35-44,235,10
63340,8100.6,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,345000,4.25,8100.6,360,455000,3,25-34,75,10
63341,4169,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,32,275000,3.875,4169,360,385000,1,25-34,118,10
63342,3912,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,32,195000,2.875,3912,180,425000,1,45-54,121,10
63344,6708.87,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,285000,3.625,6708.87,180,375000,3,35-44,2098,10
63345,5245.05,Single Family (1-4 Units):Site-Built,Joint,5,1,1,1,365000,4.125,5245.05,360,375000,1,25-34,97,10
63349,3818.88,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6,2,1,32,175000,3.75,3818.88,360,275000,1,25-34,33,10
63350,4312.08,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,255000,3.875,4312.08,360,365000,3,25-34,448,10
63352,10256.59,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,2,2,1,215000,3.625,10256.59,360,225000,1,25-34,39,10
63353,4912.19,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,165000,3.625,4912.19,360,175000,1,35-44,38,10
63354,6866.8,Single Family (1-4 Units):Site-Built,Joint,5,2,1,32,205000,3.75,6866.8,360,365000,1,45-54,98,10
63355,15029.05,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,3,1,2,1,405000,3.75,15029.05,360,415000,1,65-74,104,10
63356,3451.2,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,5,1,1,32,345000,3.75,3451.2,360,705000,1,65-74,80,10
63357,4185,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,435000,3.5,4185,360,545000,2,25-34,87,10
63358,8043.95,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,32,595000,3.875,8043.95,360,865000,3,65-74,141,10
63362,3800.23,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,31,205000,3.625,3800.23,360,365000,1,55-64,37,10
63363,4336.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,32,375000,3.5,4336.5,360,775000,1,>74,65,10
63365,11701.66,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,1,1,1,385000,3.875,11701.66,360,405000,1,25-34,91,10
63366,7696.92,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,5,2,1,1,315000,3.625,7696.92,360,335000,1,25-34,73,10
63368,4549.88,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,325000,4.375,4549.88,360,335000,1,25-34,91,10
63369,4635,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,31,815000,3.375,4635,360,1255000,1,25-34,223,10
63370,4326,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,285000,4.125,4326,360,305000,1,45-54,128,10
63371,7039.75,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,32,215000,4.875,7039.75,360,315000,1,25-34,121,10
63372,12003.55,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,1,1,32,505000,4.125,12003.55,360,635000,1,45-54,87,10
63375,5408.64,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,215000,3.75,5408.64,360,425000,2,<25,37,10
63376,5044.97,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,405000,3.75,5044.97,360,455000,1,35-44,103,10
63377,5443.9,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,1,1,1,465000,4.5,5443.9,360,485000,1,45-54,114,10
63379,7539.98,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,32,215000,3.625,7539.98,180,455000,3,35-44,2098,10
63380,11034.01,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6,2,2,1,325000,4.125,11034.01,360,335000,1,25-34,90,10
63381,8154.7,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,31,965000,5.125,8154.7,360,1705000,3,45-54,284,10
63382,2928,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,31,95000,4.25,2928,360,245000,1,65-74,137,10
63383,3402.8,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,32,195000,3.75,3402.8,180,405000,1,65-74,66,10
63384,4978.08,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,1,1,1,125000,4.5,4978.08,360,175000,3,25-34,208,10
63385,6978.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,415000,3.5,6978.5,360,425000,1,<25,84,10
63386,4714.55,Single Family (1-4 Units):Site-Built,Joint,5,1,3,32,715000,3.25,4714.55,360,925000,1,35-44,268,10
63390,3408.66,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,32,455000,4.125,3408.66,360,745000,1,55-64,164,10
63392,4677.13,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,2,1,32,515000,3.5,4677.13,180,645000,1,55-64,270,10
63393,10376.25,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6,2,1,1,275000,4.875,10376.25,360,365000,3,45-54,173,10
63394,5476.7,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,645000,4.375,5476.7,360,705000,1,35-44,170,10
63398,5615.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,495000,4.125,5615.5,360,615000,1,35-44,794,10
63401,17502.56,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,6,2,2,1,425000,4.125,17502.56,360,435000,1,25-34,100,10
63402,10470.28,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,645000,3.99,10470.28,360,1045000,1,55-64,301,10
63403,18017.29,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,715000,3.875,18017.29,360,895000,1,25-34,129,10
63404,7121,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,505000,2.625,7121,180,625000,1,45-54,228,10
63405,11156.8,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,445000,4.125,11156.8,360,555000,1,35-44,91,10
63407,5430.88,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,32,205000,4.25,5430.88,360,265000,1,25-34,52,10
63408,5789.58,Single Family (1-4 Units):Site-Built,Joint,5,2,1,1,755000,3.5,5789.58,360,1035000,1,35-44,227,10
63409,7847.3,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,3,32,405000,3.125,7847.3,360,455000,1,25-34,147,10
63413,0,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,31,285000,2.375,0,180,415000,1,45-54,132,10
63414,7845.47,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,625000,3.875,7845.47,360,655000,1,55-64,176,10
63415,4729.5,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,5,1,1,1,175000,4.5,4729.5,360,345000,3,>74,62,10
63416,7494.7,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,295000,3.25,7494.7,360,495000,1,45-54,58,10
63417,6829.49,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,2,3,1,245000,3.75,6829.49,360,245000,1,65-74,55,10
63418,6367.4,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,6,2,1,1,755000,3.75,6367.4,360,855000,1,35-44,126,10
63420,6291.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,645000,3.875,6291.5,360,815000,1,35-44,692,10
63421,5888.48,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,2,1,32,405000,3.875,5888.48,360,555000,1,>74,66,10
63422,4507.53,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,295000,4.125,4507.53,360,305000,1,45-54,52,10
63423,4828.4,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,32,375000,3.625,4828.4,240,535000,1,25-34,182,10
63424,3819,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,32,405000,3.25,3819,180,935000,1,45-54,188,10
63426,6262,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,615000,3.875,6262,360,655000,1,55-64,242,10
63427,6361.55,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,2,1,1,1,205000,3.99,6361.55,360,215000,1,35-44,157,10
63430,3128,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,32,305000,3.625,3128,360,995000,1,65-74,98,10
63431,5406.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,375000,3.375,5406.5,180,465000,1,25-34,149,10
63432,3669.25,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,1,1,32,85000,4.5,3669.25,360,245000,3,55-64,75,10
63433,9926.5,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,245000,5.125,9926.5,360,305000,3,35-44,43,10
63436,4818.2,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,2,1,32,165000,3.75,4818.2,360,235000,1,35-44,55,10
63437,4301,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,32,205000,4.25,4301,360,265000,1,55-64,47,10
63439,3852.2,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,1,1,32,435000,4.25,3852.2,360,575000,1,35-44,140,10
63440,10683.25,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,6,2,1,1,235000,3.75,10683.25,360,385000,3,55-64,83,10
63441,15124.62,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,2,1,1,465000,3.5,15124.62,360,575000,1,55-64,96,10
63442,9051,Single Family (1-4 Units):Site-Built,Joint,5,1,1,1,685000,4.25,9051,360,855000,1,25-34,144,10
63443,4376.83,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,1,1,1,32,175000,3.25,4376.83,360,705000,1,45-54,72,10
63444,6504.4,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6,2,1,1,645000,4.125,6504.4,360,725000,1,35-44,168,10
63445,4851.88,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,32,215000,3.99,4851.88,360,315000,1,45-54,66,10
63446,5686.08,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,465000,3.99,5686.08,360,485000,1,25-34,74,10
63447,5757.86,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,555000,4.5,5757.86,360,625000,1,35-44,175,10
63448,2862,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,31,235000,3.625,2862,180,405000,1,55-64,121,10
63449,10480.62,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,555000,3.75,10480.62,360,695000,1,35-44,147,10
63450,5407,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,32,215000,3.75,5407,360,365000,1,35-44,55,10
63451,5658.08,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,31,355000,3.875,5658.08,360,475000,1,55-64,146,10
63453,8418.4,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,31,405000,2.875,8418.4,360,515000,1,55-64,111,10
63454,10816.2,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,2,2,1,345000,3.875,10816.2,360,355000,1,65-74,94,10
63455,44845.97,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,3,1,905000,3.125,44845.97,360,885000,1,45-54,133,10
63456,8259.07,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,2,1,1,32,315000,4.5,8259.07,360,415000,3,45-54,397,10
63457,5981,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,335000,3.875,5981,360,375000,2,45-54,343,10
63460,4086,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,31,145000,3.75,4086,360,1185000,1,65-74,35,10
63461,5304.03,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,195000,3.75,5304.03,360,305000,2,45-54,40,10
63463,5702.86,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,265000,3.99,5702.86,360,325000,1,65-74,40,10
63464,12812.24,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6,2,2,32,235000,4.125,12812.24,360,385000,1,25-34,47,10
63465,5565.56,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,32,325000,3.99,5565.56,360,415000,1,55-64,47,10
63467,3391.04,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,2,1,32,295000,3.875,3391.04,360,705000,1,65-74,85,10
63468,7224.01,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,32,395000,3.5,7224.01,360,665000,1,45-54,92,10
63471,5845,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,32,285000,3.625,5845,360,485000,1,>74,56,10
63472,6794.36,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,2,1,1,435000,3.5,6794.36,360,465000,1,45-54,124,10
63475,6869.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,715000,4.5,6869.5,360,765000,1,55-64,122,10
63476,8204,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,32,465000,4.25,8204,360,575000,1,25-34,129,10
63478,3611,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,32,415000,3.625,3611,360,695000,1,35-44,86,10
63480,7478.35,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,6,2,1,32,335000,4.5,7478.35,360,455000,1,35-44,133,10
63481,9341.25,Single Family (1-4 Units):Site-Built,Joint,6,1,1,1,255000,3.25,9341.25,360,565000,1,35-44,143,10
63482,7339,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,32,205000,4,7339,360,325000,1,55-64,90,10
63486,7622.58,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,225000,3.75,7622.58,360,255000,1,55-64,34,10
63491,4620.24,Single Family (1-4 Units):Site-Built,Hispanic or Latino,1,2,1,32,225000,3.5,4620.24,360,375000,1,55-64,40,10
63492,4525.12,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6,2,1,1,235000,3.875,4525.12,360,245000,1,25-34,53,10
63495,5143.41,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,265000,4.25,5143.41,360,275000,1,45-54,49,10
63496,8392.15,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,31,295000,3.5,8392.15,360,405000,1,25-34,62,10
63497,4776.45,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,475000,4.125,4776.45,360,595000,1,35-44,167,10
63498,8697.33,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6,2,1,1,365000,3.75,8697.33,360,385000,1,25-34,53,10
63499,6061,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,585000,3.875,6061,360,725000,1,35-44,155,10
63500,5156.43,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,3,1,1,245000,4,5156.43,360,335000,3,45-54,263,10
63501,15125.73,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,2,1,325000,3.625,15125.73,360,335000,1,25-34,100,10
63502,10661.9,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,2,1,245000,3.75,10661.9,360,275000,1,45-54,63,10
63504,5587,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,1,1,1,595000,3.625,5587,360,1275000,1,45-54,204,10
63506,4566.75,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,1,1,1,155000,3.875,4566.75,360,195000,1,45-54,142,10
63507,9810.08,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,1,1,1,505000,3.875,9810.08,360,815000,1,55-64,243,10
63510,6944.65,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,445000,4.375,6944.65,360,555000,1,35-44,399,10
63511,23072.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,32,795000,3.375,23072.5,360,1415000,1,45-54,188,10
63512,13410,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6,2,1,1,415000,3.75,13410,360,515000,1,35-44,119,10
63513,4688,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,2,1,1,375000,4.125,4688,360,495000,1,65-74,74,10
63515,5543.2,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,32,145000,3.99,5543.2,360,195000,1,25-34,65,10
63517,4079.24,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,5,1,1,31,165000,3.375,4079.24,360,235000,1,25-34,67,10
63518,6351.4,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,1,1,32,435000,3.25,6351.4,360,585000,3,35-44,526,10
63520,5945.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,365000,4.25,5945.5,360,455000,1,35-44,199,10
63521,7576.2,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,32,225000,3.625,7576.2,360,355000,1,35-44,100,10
63522,10327,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,1,3,1,475000,4.5,10327,360,475000,1,45-54,116,10
63525,5405,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,1,1,1,635000,3.875,5405,360,655000,1,25-34,173,10
63526,6393.43,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,1,1,1,455000,3.25,6393.43,360,475000,1,25-34,85,10
63527,4431.44,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,1,155000,3.99,4431.44,360,195000,1,<25,83,10
63528,6742.27,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,1,1,32,395000,4.25,6742.27,360,645000,1,55-64,93,10
63529,5505,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,1,1,545000,3.875,5505,360,675000,1,45-54,137,10
63531,5138.3,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,285000,3.99,5138.3,360,295000,1,25-34,109,10
63533,12101.48,Single Family (1-4 Units):Site-Built,Hispanic or Latino,1,1,2,1,355000,4.125,12101.48,360,385000,1,<25,85,10
63534,2974.9,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,31,245000,2.875,2974.9,180,415000,1,55-64,57,10
63538,14937,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6,1,1,32,445000,3.875,14937,360,785000,3,65-74,148,10
63542,7599.83,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,275000,3.625,7599.83,180,375000,3,35-44,2098,10
63543,5899,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5,2,1,1,405000,4.125,5899,360,805000,3,35-44,35,10
63544,15400.45,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5,2,2,1,375000,3.5,15400.45,360,385000,1,35-44,74,10
63545,14468,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3,2,1,32,525000,3.5,14468,360,725000,1,45-54,96,10
63546,6244.08,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6,2,1,32,515000,3.5,6244.08,360,1065000,1,55-64,83,10
63547,5581.89,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6,2,1,1,215000,3.75,5581.89,360,225000,1,45-54,44,10
63549,4396.45,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2,1,1,1,75000,3.875,4396.45,360,95000,1,35-44,95,10
63553,3502.8,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6,2,1,32,135000,4.125,3502.8,240,235000,1,55-64,49,10
